Train Loss,Valid Loss,Train precision,Valid precision,Train accuracy,Valid accuracy,Train f1_score,Valid f1_score,Train recall,Valid recall
0.0244605297378644,0.0038300563641252,0.9794073329984933,0.5,0.9831036548831636,0.991899852724595,0.9651076466221232,0.4210526315789473,0.951219512195122,0.3636363636363636
0.000749995390544,0.0028401421305355,0.9965853658536584,0.6666666666666666,0.9983223487118036,0.9933726067746688,0.9965853658536584,0.4705882352941176,0.9965853658536584,0.3636363636363636
0.00069387308143,0.003393717392537,0.9970731707317072,1.0,0.9985620131815458,0.9941089837997056,0.9970731707317072,0.4285714285714285,0.9970731707317072,0.2727272727272727
0.0012418326421238,0.0025341317888461,0.9965786901270772,0.75,0.9978430197723188,0.9948453608247424,0.99560546875,0.631578947368421,0.9946341463414634,0.5454545454545454
0.0003010441914941,0.0036589548219289,0.996590355577204,1.0,0.998681845416417,0.9941089837997056,0.9973190348525468,0.4285714285714285,0.9980487804878048,0.2727272727272727
0.000633148243934,0.0025872075228573,0.995609756097561,1.0,0.9978430197723188,0.9941089837997056,0.995609756097561,0.4285714285714285,0.995609756097561,0.2727272727272727
0.0003018367057078,0.0028423014648795,0.9980459208597948,0.6666666666666666,0.998681845416417,0.9933726067746688,0.9973151086160604,0.4705882352941176,0.9965853658536584,0.3636363636363636
0.0003707191718703,0.0022884197428331,0.9965870307167236,0.8571428571428571,0.9984421809466748,0.9955817378497792,0.996830041453304,0.6666666666666666,0.9970731707317072,0.5454545454545454
0.0002862616189691,0.002392840447828,0.9995112414467252,0.5833333333333334,0.9992810065907728,0.9933726067746688,0.99853515625,0.6086956521739131,0.997560975609756,0.6363636363636364
0.0002629153804984,0.0018424136863832,0.9985372988785958,0.75,0.999400838825644,0.9948453608247424,0.9987807851743478,0.631578947368421,0.9990243902439024,0.5454545454545454
0.0001358578388758,0.0021614833646289,1.0,0.75,0.9997603355302576,0.9948453608247424,0.9995119570522206,0.631578947368421,0.9990243902439024,0.5454545454545454
9.163539530429216e-05,0.0024141623054114,0.9995121951219512,0.5454545454545454,0.9997603355302576,0.9926362297496318,0.9995121951219512,0.5454545454545454,0.9995121951219512,0.5454545454545454
0.0001958595842502,0.0032130866979882,1.0,0.8,0.9998801677651288,0.9941089837997056,0.9997560380580628,0.5,0.9995121951219512,0.3636363636363636
0.0001249066487318,0.0029885810720848,0.9990253411306044,0.8333333333333334,0.9997603355302576,0.9948453608247424,0.999512432959532,0.5882352941176471,1.0,0.4545454545454545
6.403867992478913e-05,0.0032396059953194,0.9995119570522206,0.8333333333333334,0.9996405032953865,0.9948453608247424,0.9992681141741888,0.5882352941176471,0.9990243902439024,0.4545454545454545
0.00027541496374544134,0.0035445218616397024,0.9985372988785958,0.2916666666666667,0.9994008388256441,0.9845360824742269,0.9987807851743478,0.4,0.9990243902439024,0.6363636363636364
0.00031040236297289885,0.0033065392878580363,0.9975633528265108,0.3888888888888889,0.9990413421210306,0.9889543446244478,0.9980497318381277,0.4827586206896552,0.9985365853658537,0.6363636363636364
0.0006346530464765653,0.004027733379816026,0.99609375,0.6666666666666666,0.9978430197723187,0.9926362297496318,0.9956076134699854,0.2857142857142857,0.9951219512195122,0.18181818181818182
0.0005242239483950235,0.0025857235649628055,0.9970703125,0.5714285714285714,0.9983223487118035,0.9926362297496318,0.9965836993655441,0.4444444444444444,0.9960975609756098,0.36363636363636365
0.0006065664212597682,0.0025839278812123125,0.9970688812896922,0.8333333333333334,0.9982025164769323,0.9948453608247423,0.9963387844764462,0.5882352941176471,0.995609756097561,0.45454545454545453
0.0003494892883507262,0.0032843550610341375,0.9985344406448461,0.6666666666666666,0.9989215098861594,0.9926362297496318,0.9978032706858677,0.2857142857142857,0.9970731707317073,0.18181818181818182
0.00024888897827101417,0.0034473868448958523,1.0,0.5714285714285714,0.9996405032953865,0.9926362297496318,0.9992677568952892,0.4444444444444444,0.9985365853658537,0.36363636363636365
0.00048042404008465605,0.0029579438858930245,0.9990210474791973,0.375,0.998681845416417,0.9889543446244478,0.9973124847300269,0.4444444444444444,0.995609756097561,0.5454545454545454
6.586872022094964e-05,0.0031536520208739257,1.0,0.36363636363636365,0.9998801677651288,0.9896907216494846,0.9997560380580629,0.36363636363636365,0.9995121951219512,0.36363636363636365
0.00015405960071170684,0.00217423581277494,0.9995119570522206,0.7142857142857143,0.9996405032953865,0.9941089837997055,0.9992681141741888,0.5555555555555556,0.9990243902439024,0.45454545454545453
