EEG file,Fp1-AVE,Fp2-AVE,F3-AVE,F4-AVE,C3-AVE,C4-AVE,P3-AVE,P4-AVE,O1-AVE,O2-AVE,F7-AVE,F8-AVE,T3-AVE,T4-AVE,T5-AVE,T6-AVE,Fz-AVE,Cz-AVE,Pz-AVE
29 (Q-90%),-2.2014585e-05,-2.022087e-05,-1.686512e-05,-1.7393608e-05,-1.0138124e-05,-1.4283496e-05,-1.4130441e-05,-1.535653e-05,-1.2929948e-05,-1.4720903e-05,-2.228182e-05,-2.4355806e-05,-1.585861e-05,-1.8075509e-05,-1.134738e-05,-1.925709e-05,-1.7656535e-05,-1.0519958e-05,-1.5253461e-05
29 (Q2),-2.7585014e-07,-9.809758e-07,-3.6295768e-07,-5.4137934e-07,-1.2828334e-08,-7.814254e-08,-2.9331696e-07,-9.37244e-08,4.1010784e-07,2.3654664e-07,5.0643814e-07,2.7589846e-07,-2.0965757e-08,-3.545077e-07,2.0893518e-07,-5.70422e-08,-3.3084413e-07,-3.5780472e-09,-2.8060504e-07
29 (Q-10%),2.2033655e-05,2.1371094e-05,1.6787262e-05,1.8212113e-05,1.0011804e-05,1.4053272e-05,1.4652224e-05,1.6196187e-05,1.2443483e-05,1.4243414e-05,2.1299918e-05,2.2903238e-05,1.5487292e-05,1.863061e-05,1.09724515e-05,1.851875e-05,1.7662516e-05,1.0471248e-05,1.5758445e-05
29 (Mean),-9.0133504e-08,-7.7678244e-08,-1.0759252e-07,3.1247478e-09,-7.107818e-08,6.543116e-07,-2.4953962e-08,8.040871e-08,-6.584097e-08,-2.099664e-08,-3.2559369e-09,-1.9778129e-07,-1.4740115e-07,1.5801935e-07,-9.961461e-08,3.3756134e-08,-1.6003575e-08,-2.0411575e-08,1.3121633e-08
29 (Std),1.8720913e-05,1.8092629e-05,1.4331803e-05,1.6444397e-05,8.203789e-06,1.75344e-05,1.1087256e-05,1.2140443e-05,1.1523832e-05,1.2435393e-05,2.14387e-05,2.2847156e-05,1.3564651e-05,1.5669262e-05,9.495662e-06,2.1924368e-05,1.3962349e-05,8.2923525e-06,1.1886008e-05
30 (Max),0.00046601615,0.00042607676,0.00021756202,0.00040563892,0.00012213257,0.00015698373,0.00036189752,0.0009456374,0.00033004044,0.001356808,0.00019145492,0.00014004251,0.0001749462,0.00014141413,0.0012135574,0.00025711532,0.00017377418,0.00013277262,0.00045585915
30 (Min),-0.00058654294,-0.00066321174,-0.00017495341,-0.0010207383,-0.00011541713,-0.00014148356,-0.00036881323,-0.0006366038,-0.00036049614,-0.0009096983,-0.00019913535,-0.00024013537,-0.00035829173,-0.0001853217,-0.00080877735,-0.00021862453,-0.0001832576,-0.00012143361,-0.00031151075
30 (Q-90%),-1.7316283e-05,-1.6917691e-05,-9.511813e-06,-8.751518e-06,-8.151148e-06,-7.721385e-06,-7.788264e-06,-7.38835e-06,-1.0823765e-05,-1.1050636e-05,-1.7180975e-05,-1.3798899e-05,-1.2236111e-05,-9.813044e-06,-9.53209e-06,-9.252898e-06,-7.4607788e-06,-8.903165e-06,-7.463771e-06
30 (Q2),-3.0292966e-07,-3.0461752e-07,-3.6045485e-08,3.1927424e-08,1.1302049e-07,1.1487691e-07,1.0900907e-07,1.6597487e-07,-3.867022e-08,-8.397775e-08,-7.409604e-08,-1.8777136e-08,1.5802904e-07,8.3469274e-08,1.2241196e-07,1.2966126e-07,-5.166249e-08,1.3641775e-07,1.2927282e-07
30 (Q-10%),1.4407636e-05,1.373668e-05,9.32596e-06,8.630039e-06,8.4234725e-06,7.855694e-06,8.230456e-06,7.753364e-06,1.1753564e-05,1.2016444e-05,1.703109e-05,1.3699078e-05,1.2855311e-05,1.0205744e-05,1.0074941e-05,9.770207e-06,7.344541e-06,9.186416e-06,7.934653e-06
30 (Mean),-1.3343906e-09,1.0170882e-09,-2.1744082e-09,5.3403026e-10,-2.2143123e-09,1.5189023e-09,-1.2500709e-10,1.520173e-09,2.578735e-09,1.347872e-09,-6.2829155e-09,1.877485e-09,-1.3663586e-09,1.9746815e-09,-5.4655297e-10,1.7319104e-09,-1.0853638e-09,9.6077354e-11,9.323177e-10
30 (Std),3.3321216e-05,3.2800108e-05,9.854694e-06,1.4367881e-05,8.388876e-06,8.76306e-06,1.23870095e-05,1.7840033e-05,1.3125245e-05,2.456964e-05,1.6146636e-05,1.2829901e-05,1.3543564e-05,1.0775045e-05,2.166108e-05,1.2230232e-05,8.407938e-06,9.668209e-06,1.4002011e-05
31 (Max),0.00033350752,0.00040631872,0.00014442531,0.00014161217,8.1870596e-05,0.00010062092,0.00021720427,0.00016480747,0.0006772148,0.00023947468,0.00021375653,0.0003236582,0.00017164358,0.00013796831,0.00012477364,0.000107803105,9.732631e-05,7.928083e-05,0.00019115997
31 (Min),-0.00020883227,-0.0002875754,-0.0001723516,-0.00010097687,-9.532862e-05,-6.6691915e-05,-0.00022992985,-0.00013080149,-0.0004816206,-0.00026591003,-0.0002296657,-0.0003014012,-0.00018559035,-0.00017219668,-0.00031694834,-0.00011804271,-0.000121995734,-6.16942e-05,-0.00010220018
31 (Q-90%),-2.2599092e-05,-3.2806813e-05,-1.1627209e-05,-1.0920827e-05,-1.070969e-05,-7.706772e-06,-1.03446055e-05,-7.3756937e-06,-1.3478012e-05,-1.2684182e-05,-3.1730677e-05,-4.666871e-05,-1.9760564e-05,-1.8732411e-05,-1.3177964e-05,-1.0546252e-05,-6.7473043e-06,-7.6033007e-06,-7.916675e-06
31 (Q2),-4.3055775e-07,-5.7022385e-07,1.8504934e-07,-4.952951e-08,1.5652373e-07,3.7987057e-08,1.3438007e-07,1.644097e-07,1.2920057e-07,2.626027e-07,1.666568e-07,-4.584826e-07,1.915356e-07,-1.8035391e-07,2.041088e-07,8.5860805e-08,1.9439423e-08,1.2111212e-07,1.7804258e-07
31 (Q-10%),2.1202537e-05,3.0067886e-05,1.1293216e-05,1.1269687e-05,1.0322509e-05,7.627656e-06,1.0125098e-05,7.5261564e-06,1.3306129e-05,1.260695e-05,3.1045e-05,4.6382786e-05,1.9049963e-05,1.854609e-05,1.299374e-05,1.0747261e-05,6.8789345e-06,7.6473925e-06,7.97732e-06
31 (Mean),8.298544e-10,-4.976141e-09,-2.5869495e-09,1.7193545e-09,-2.0544306e-09,2.8157132e-09,-2.3901732e-09,4.7555972e-09,3.455409e-09,5.9332304e-09,-2.8239817e-09,3.3984057e-10,-8.262959e-09,-1.3247811e-09,-8.3186213e-10,1.7954188e-09,1.0456127e-09,-3.361842e-10,2.8974052e-09
31 (Std),2.8162485e-05,3.942041e-05,1.1675563e-05,1.1223343e-05,1.0822994e-05,7.48025e-06,1.1160277e-05,8.658164e-06,1.949296e-05,1.4057615e-05,3.2947682e-05,4.730154e-05,2.0346635e-05,1.90559e-05,1.3227426e-05,1.0711209e-05,6.8682007e-06,6.94504e-06,8.771415e-06
32 (Max),0.00048591255,0.00048209957,0.0011180837,0.0012358361,0.0009922629,0.0017971765,0.00074789627,0.00044041476,0.0007881481,0.0020299628,0.001489576,0.0009916673,0.0010249546,0.0011751911,0.000388414,0.0002720678,0.000525465,0.00054211647,0.000705621
32 (Min),-0.00048777842,-0.00061339774,-0.00075097184,-0.00087222195,-0.00091287337,-0.0013336422,-0.0007389788,-0.00040386984,-0.0005669172,-0.0019665163,-0.0009498801,-0.0012431106,-0.0018106985,-0.0017469847,-0.0005636268,-0.00062158867,-0.0010099864,-0.00029623514,-0.000459284
32 (Q-90%),-2.273787e-05,-2.393607e-05,-1.935776e-05,-1.7574643e-05,-1.37416555e-05,-1.4205907e-05,-1.09170505e-05,-1.1535975e-05,-1.4948229e-05,-1.6827655e-05,-3.873448e-05,-2.9850136e-05,-1.6137034e-05,-1.7220647e-05,-1.4199054e-05,-1.6168195e-05,-1.3596317e-05,-1.2773231e-05,-1.2347791e-05
32 (Q2),-8.124807e-08,1.3246769e-07,-2.9991847e-07,1.4923305e-07,-7.265106e-08,-7.97156e-08,-8.4905686e-08,5.654044e-08,-1.7345133e-07,-4.2253671e-07,-5.119762e-07,4.5785885e-07,1.4685827e-07,2.5705788e-07,1.1283204e-07,1.2389239e-07,2.3316838e-07,8.052287e-08,-1.01967004e-07
32 (Q-10%),2.232942e-05,2.3307071e-05,1.8396799e-05,1.6865431e-05,1.391191e-05,1.3301582e-05,1.0372235e-05,1.1462473e-05,1.4682179e-05,1.5416867e-05,3.9887927e-05,2.9756704e-05,1.7230306e-05,1.7831348e-05,1.4324266e-05,1.584107e-05,1.3654579e-05,1.2871564e-05,1.18911e-05
32 (Mean),-5.4766045e-09,-3.4186223e-10,-3.0968126e-09,5.150103e-09,-1.3890304e-09,4.1704555e-09,-7.904053e-10,2.018457e-09,-3.5063745e-09,-2.2186812e-09,-6.9673467e-09,6.943195e-09,-3.6752388e-09,4.0518264e-09,-5.4531504e-09,3.11224e-09,1.6661761e-09,3.4403156e-09,2.3626736e-09
32 (Std),4.143812e-05,3.9850074e-05,2.8852694e-05,2.0795067e-05,1.9497844e-05,2.3282508e-05,2.314727e-05,1.5418718e-05,3.068361e-05,5.849762e-05,4.5771034e-05,3.0031735e-05,2.7849776e-05,2.4952382e-05,1.8782886e-05,1.8983594e-05,2.0438643e-05,1.3311947e-05,2.5251577e-05
33 (Max),0.00027152634,0.00028134006,0.00060307246,0.000929055,0.0004630105,0.0012421906,0.0006644899,0.00043828617,0.000414149,0.0018537368,0.00032125812,0.00045044674,0.00058208354,0.0007332616,0.00020173352,0.0003229203,0.00035566965,0.00030535916,0.0005271062
33 (Min),-0.00034956518,-0.00037057858,-0.00039248593,-0.00054571626,-0.0006012037,-0.0009601338,-0.00133869,-0.00034535248,-0.0003834768,-0.0013663858,-0.0004032437,-0.0007465185,-0.0010584813,-0.001058286,-0.00046876105,-0.00040828862,-0.00014870918,-0.00017672751,-0.00046619153
33 (Q-90%),-3.9724575e-05,-4.0955663e-05,-2.1244025e-05,-1.9862624e-05,-1.5271016e-05,-1.5977706e-05,-1.4886204e-05,-1.4925578e-05,-1.890466e-05,-2.0641086e-05,-4.5066896e-05,-3.4382596e-05,-2.0489795e-05,-2.12917e-05,-1.8505776e-05,-2.0140547e-05,-1.4158793e-05,-1.3168555e-05,-1.5141393e-05
33 (Q2),-4.4934566e-08,-9.4118505e-08,-3.935701e-07,-7.066559e-08,-1.0468314e-07,-1.4829899e-08,-1.493652e-07,-2.670911e-08,-1.7901027e-07,-1.0146496e-07,-1.0377219e-06,-6.8468906e-09,7.472879e-08,2.8455884e-07,8.252967e-08,2.8294966e-07,9.586534e-08,1.2917624e-07,-1.7658797e-07
33 (Q-10%),4.5264456e-05,4.4238943e-05,2.066849e-05,1.9726276e-05,1.53749e-05,1.5226931e-05,1.3740364e-05,1.3963146e-05,1.726598e-05,1.8866822e-05,4.700405e-05,3.598798e-05,2.142467e-05,2.1618862e-05,1.7952407e-05,1.9010458e-05,1.3897514e-05,1.2702407e-05,1.3017571e-05
33 (Mean),-3.3010036e-08,-6.7356773e-09,-5.0666857e-09,1.3644363e-08,1.5894666e-09,1.2417664e-08,-8.77721e-10,7.044033e-09,-6.868785e-09,-2.3991316e-09,-3.104478e-08,3.1826065e-08,-7.744651e-09,7.777552e-09,-8.962239e-10,1.2404514e-09,9.466902e-09,7.350644e-09,2.28642e-09
33 (Std),4.924715e-05,4.780482e-05,2.212314e-05,2.1555503e-05,1.8408711e-05,2.6826534e-05,2.856519e-05,2.263049e-05,3.0084755e-05,8.406713e-05,3.7629357e-05,3.1926127e-05,2.5741694e-05,2.656778e-05,1.86495e-05,2.22185e-05,1.4387723e-05,1.3262003e-05,3.1412645e-05
34 (Max),0.0004577649,0.00046489132,0.00022076759,0.00014460908,0.00018082661,0.0004901587,0.0002768233,0.0003425586,0.00042099418,0.00044361962,0.00023755891,0.00018492911,0.00020930743,0.0002742413,0.00015674203,0.000955055,9.301819e-05,0.00011109928,7.648539e-05
34 (Min),-0.0003245758,-0.00039485964,-0.00014907037,-0.000113520226,-0.00030469705,-0.00024357263,-0.00021139576,-0.00032056472,-0.00030471498,-0.00042876587,-0.00028834373,-0.00026015684,-0.00029532635,-0.00033131824,-0.00018809145,-0.0013282781,-0.00014243816,-0.0001459565,-0.00012178152
34 (Q-90%),-2.1687669e-05,-2.1440967e-05,-9.638951e-06,-9.208019e-06,-8.209277e-06,-8.200946e-06,-8.387353e-06,-8.500138e-06,-1.143603e-05,-9.4082825e-06,-1.5967653e-05,-1.5727961e-05,-1.2516685e-05,-1.5162818e-05,-1.2576734e-05,-1.1936638e-05,-8.2863735e-06,-1.1029121e-05,-8.4462245e-06
34 (Q2),-3.104372e-07,-3.42664e-07,-7.432719e-08,-7.344504e-08,4.791445e-08,4.8268355e-08,1.01712594e-07,8.3663224e-08,1.08802276e-07,8.869815e-08,9.734336e-08,5.601536e-08,2.5442236e-07,2.6936294e-07,1.6670413e-07,1.13239956e-07,-8.961011e-08,1.69848e-07,1.3771862e-07
34 (Q-10%),2.00955e-05,1.9643992e-05,9.681451e-06,9.2288365e-06,8.273496e-06,8.229687e-06,8.392924e-06,8.212301e-06,1.113585e-05,9.121297e-06,1.5792097e-05,1.5338388e-05,1.26401665e-05,1.5100166e-05,1.24807375e-05,1.1537547e-05,8.503389e-06,1.0967358e-05,8.538935e-06
34 (Mean),3.2825867e-11,-5.07086e-09,-4.3794834e-09,-5.3112985e-09,-7.1908897e-09,-1.6188804e-09,9.1349495e-10,9.961197e-10,7.009435e-09,1.6358034e-09,8.4009555e-09,-2.1181468e-09,5.8726712e-09,3.1634724e-09,4.9259943e-09,-3.4534609e-09,-4.2596726e-09,-5.3020405e-10,9.821103e-10
34 (Std),3.333231e-05,3.41681e-05,9.830556e-06,8.682307e-06,9.601247e-06,1.07145615e-05,1.0282453e-05,1.2658408e-05,1.3530831e-05,1.4191424e-05,1.697452e-05,1.6087422e-05,1.4037e-05,1.5332289e-05,1.3383121e-05,2.3984589e-05,8.216383e-06,1.1222769e-05,8.430042e-06
35 (Max),0.00039335582,0.00048175897,0.00025013008,0.00021447176,0.0001408277,8.337901e-05,8.2401624e-05,9.484973e-05,0.00024316827,0.00033433666,0.00017368418,0.000108265565,8.547127e-05,0.00011650328,8.413483e-05,0.00015550505,0.0001357651,6.886551e-05,8.8973145e-05
35 (Min),-0.0003528794,-0.00061880826,-0.00013781637,-0.00013846753,-9.950792e-05,-9.262188e-05,-9.524288e-05,-0.00012472263,-0.0001977037,-0.00051139155,-0.00021156078,-0.00011827045,-0.00014119281,-0.00013362538,-0.00010085759,-0.000115821334,-8.221058e-05,-9.498344e-05,-9.066311e-05
35 (Q-90%),-2.533867e-05,-2.7713213e-05,-1.6119831e-05,-2.1795991e-05,-1.389441e-05,-1.7496597e-05,-1.4746392e-05,-1.6791713e-05,-1.8406563e-05,-1.5770676e-05,-2.1028778e-05,-2.3916764e-05,-1.6616974e-05,-2.6333217e-05,-1.6112324e-05,-1.8603552e-05,-1.2694885e-05,-1.37939605e-05,-1.4888677e-05
35 (Q2),-1.9897251e-07,1.4423014e-08,-9.02088e-08,2.6433412e-07,-2.2798645e-07,7.721536e-08,-9.169201e-08,2.0638126e-07,3.0546126e-09,-4.142423e-08,-5.4087174e-08,6.374107e-07,6.4717504e-08,7.9317374e-07,5.2269664e-09,3.4989367e-07,2.656541e-08,-1.2515513e-07,3.3774516e-08
35 (Q-10%),2.4091507e-05,2.7260045e-05,1.6506898e-05,2.0911202e-05,1.43089455e-05,1.7380762e-05,1.5179554e-05,1.642698e-05,1.8603052e-05,1.5990856e-05,2.064004e-05,2.2844599e-05,1.6759439e-05,2.4849884e-05,1.6560049e-05,1.8123987e-05,1.2523833e-05,1.4049349e-05,1.4883433e-05
35 (Mean),-6.8851874e-10,-4.8600506e-09,9.687404e-10,-2.2922035e-09,3.542115e-09,-1.2710878e-09,3.2815213e-09,-9.900387e-10,-1.1679891e-09,2.86675e-09,2.2119022e-09,-3.4518435e-09,-2.3471883e-10,-6.6268986e-09,4.9006077e-10,5.102253e-10,-2.9804112e-10,3.193844e-09,4.8162163e-09
35 (Std),3.4860037e-05,3.5456644e-05,1.37357065e-05,1.7540235e-05,1.14644945e-05,1.4001506e-05,1.2476253e-05,1.3755542e-05,1.6968732e-05,1.633971e-05,1.9349005e-05,1.8943902e-05,1.3843131e-05,2.0491674e-05,1.3605117e-05,1.5490677e-05,1.0814764e-05,1.14346285e-05,1.2458222e-05
36 (Max),0.0003916643,0.00042332432,0.00040261797,0.0004018918,0.00041272418,0.007904389,0.00041890735,0.00041077827,0.0004841632,0.00043132892,0.0004104478,0.0003674707,0.00042032916,0.00039880225,0.0004279117,0.00044155132,0.00039430053,0.00041055976,0.00041153008
36 (Min),-0.00044889704,-0.0004275839,-0.0004500947,-0.0004193482,-0.0004476471,-0.0073151514,-0.00042717473,-0.00043078428,-0.0004658702,-0.0004419821,-0.00048516682,-0.00043301625,-0.00045901904,-0.00042254673,-0.00043090078,-0.0010180635,-0.00042403344,-0.0004331918,-0.00041750591
36 (Q-90%),-1.5853188e-05,-1.6058144e-05,-1.0527425e-05,-1.1964296e-05,-7.784835e-06,-9.552257e-06,-1.24515955e-05,-1.1025142e-05,-1.5190294e-05,-1.5317071e-05,-1.2309402e-05,-1.37608195e-05,-1.0357871e-05,-1.1107919e-05,-2.2669086e-05,-1.6732267e-05,-1.05736535e-05,-1.0098632e-05,-1.2687276e-05
36 (Q2),-1.6751656e-07,-1.2500709e-07,8.481186e-08,1.08908125e-07,1.1276827e-07,2.1431148e-07,2.1220598e-07,2.153441e-07,3.353482e-07,2.8154489e-07,-2.152544e-08,-3.3013215e-08,1.6800556e-08,2.7005298e-08,1.5544158e-07,1.6809634e-07,5.4189172e-08,1.6006443e-07,1.3564056e-07
36 (Q-10%),1.5412968e-05,1.5685579e-05,1.0829742e-05,1.2234171e-05,7.889665e-06,9.590571e-06,1.2482586e-05,1.1004215e-05,1.4878993e-05,1.5202686e-05,1.2951122e-05,1.4059357e-05,1.0704674e-05,1.1280789e-05,2.2891787e-05,1.6854961e-05,1.09279645e-05,1.0259504e-05,1.291238e-05
36 (Mean),1.9978833e-08,2.5558904e-08,6.3980656e-09,9.921431e-09,2.2508233e-09,-6.612633e-08,1.5931629e-09,-9.204153e-10,-5.1405737e-09,-8.9561425e-09,8.230143e-09,1.1976403e-08,-1.8981503e-09,1.15609584e-10,-5.425028e-09,-8.530862e-09,8.2330125e-09,2.7553206e-09,-1.39885855e-11
36 (Std),2.4982595e-05,2.6092654e-05,1.8206112e-05,1.9044512e-05,1.7603292e-05,0.00029425995,1.9037236e-05,1.8391973e-05,2.1840537e-05,2.0648778e-05,2.0072825e-05,2.1465316e-05,1.8780729e-05,1.8637269e-05,2.3450408e-05,2.3759707e-05,1.8162997e-05,1.790938e-05,1.882443e-05
37 (Max),0.00024640298,0.00027749976,0.00026969862,0.00029071263,0.00029537102,0.00024695005,0.0002571166,0.0010230504,0.0004835734,0.00036630203,0.00029775724,0.00024216867,0.00030346285,0.0003247879,0.00026235278,0.00026202828,0.00023212348,0.00024599046,0.00026692275
37 (Min),-0.00018649764,-0.00018375239,-0.00013317024,-0.00015754624,-0.00023685342,-0.00013719885,-0.00021333632,-0.0045682024,-0.00036512353,-0.00020607898,-0.00026369363,-0.00019044553,-0.00023151877,-0.00027841516,-0.00016434824,-0.00016516846,-7.98427e-05,-7.867e-05,-0.00017607264
37 (Q-90%),-1.0853422e-05,-1.2418838e-05,-7.0041633e-06,-7.983534e-06,-8.135159e-06,-6.54273e-06,-5.7929137e-06,-1.207539e-05,-2.8123373e-05,-1.1080258e-05,-1.0391648e-05,-1.132031e-05,-7.989781e-06,-1.1071032e-05,-1.874858e-05,-1.1623727e-05,-6.276099e-06,-7.836679e-06,-5.3949107e-06
37 (Q2),-6.540725e-08,-1.796898e-07,-1.8830875e-09,-1.096711e-08,-5.550688e-08,-3.639321e-08,1.7103186e-08,-2.8322342e-08,-4.2705572e-08,6.787602e-08,3.1005236e-08,-4.1612065e-08,7.0992066e-08,2.8796649e-08,9.6784625e-08,5.7347073e-08,1.08496705e-08,1.495324e-08,3.60793e-08
37 (Q-10%),9.974243e-06,1.16923175e-05,7.0078695e-06,7.990909e-06,8.063099e-06,6.5015274e-06,5.8279197e-06,1.2030198e-05,2.8077411e-05,1.1042889e-05,1.0501511e-05,1.1494339e-05,8.181201e-06,1.1092991e-05,1.8651624e-05,1.1554073e-05,6.2228305e-06,7.839321e-06,5.4334773e-06
37 (Mean),-9.924862e-09,-1.6235651e-08,-3.8044266e-09,-5.417415e-09,-4.017993e-10,-2.3126159e-09,5.071811e-10,-6.7964206e-10,1.4242231e-09,1.0540233e-08,-1.1517156e-09,-7.541877e-09,7.271166e-09,1.1959766e-08,6.97369e-09,7.825143e-09,-2.471406e-09,-2.1495394e-09,5.5895812e-09
37 (Std),1.6325635e-05,1.798682e-05,7.266989e-06,7.91806e-06,8.861436e-06,6.6940743e-06,9.219959e-06,3.705173e-05,2.3630419e-05,1.1021016e-05,1.1460589e-05,1.1441636e-05,9.302226e-06,1.2287894e-05,1.496551e-05,1.1496881e-05,6.067573e-06,6.8038576e-06,6.8807335e-06
38 (Max),0.00031520828,0.00029755023,0.00013157053,0.00014932253,0.00017443055,0.00011720772,0.00014553004,0.00026135138,0.00028112181,0.00014967835,0.00018332172,0.00018412217,0.00017218379,9.439497e-05,0.00010809235,0.00028878494,7.882709e-05,7.1217415e-05,6.532955e-05
38 (Min),-0.00027636,-0.00026125147,-9.8092394e-05,-0.0001224088,-0.00011910188,-8.2737184e-05,-0.00012931753,-0.0009810093,-0.00027754842,-0.000101411046,-0.00021616842,-0.00017276537,-0.0001777324,-0.000113904534,-0.00011116729,-0.00011867781,-7.176392e-05,-5.5523225e-05,-8.865827e-05
38 (Q-90%),-3.5464614e-05,-3.874135e-05,-9.7184875e-06,-1.05117215e-05,-1.05456475e-05,-1.216959e-05,-1.0696823e-05,-1.0668115e-05,-1.8969713e-05,-1.5449672e-05,-1.466174e-05,-1.4301936e-05,-1.2412649e-05,-1.3357821e-05,-1.4910089e-05,-1.5832038e-05,-8.32649e-06,-8.312318e-06,-1.0539494e-05
38 (Q2),-8.868908e-07,-1.0036306e-06,-1.3951748e-07,-3.1863362e-07,5.3435492e-08,1.3254948e-08,2.2972324e-07,2.5260087e-07,4.1279495e-07,4.1597735e-07,5.670483e-08,-3.761342e-07,3.1687796e-07,2.5032642e-07,3.99057e-07,3.3726565e-07,-1.0902763e-07,1.7916202e-07,2.3386602e-07
38 (Q-10%),3.504477e-05,3.6706064e-05,9.990163e-06,1.0887393e-05,1.0199299e-05,1.1783059e-05,1.036045e-05,1.0558601e-05,1.832993e-05,1.4783197e-05,1.4772795e-05,1.4999884e-05,1.2446171e-05,1.3238996e-05,1.4101461e-05,1.544675e-05,8.479241e-06,8.139659e-06,1.0449812e-05
38 (Mean),-5.900426e-09,3.3268766e-09,2.0032747e-09,-4.5879363e-09,7.244639e-09,3.3611045e-09,3.8129526e-09,-4.2515826e-09,-5.9674763e-09,-3.4640133e-09,-2.5019358e-09,2.5373814e-09,3.2625869e-09,6.529756e-09,-2.3651914e-09,-7.7435974e-10,6.231732e-11,5.4754192e-09,-7.803398e-09
38 (Std),3.6884077e-05,3.8956874e-05,9.322195e-06,9.972772e-06,1.0657744e-05,1.0552288e-05,1.1471603e-05,1.0950054e-05,1.783574e-05,1.4087298e-05,1.5280912e-05,1.4498194e-05,1.30240915e-05,1.2002676e-05,1.3690118e-05,1.4662098e-05,7.634253e-06,7.363722e-06,1.0028739e-05
39 (Max),0.0003593983,0.000339831,0.00014927826,0.0001472982,0.0001429922,0.00013372547,0.0003965483,0.00036202007,0.00040568845,0.00041209435,0.00021643686,0.00014114678,0.00017839966,0.00012439529,0.00050634745,8.951717e-05,9.511608e-05,9.3877294e-05,0.00035878998
39 (Min),-0.00022026233,-0.00033430802,-0.00013584008,-0.00016835488,-0.00014896312,-6.3843334e-05,-0.00058678375,-0.00035279358,-0.0003669435,-0.0004018991,-0.000237968,-0.0001281754,-0.00016204672,-0.00011667767,-0.00050139753,-9.5369636e-05,-0.000101708,-0.00010032975,-0.00028310527
39 (Q-90%),-2.3813518e-05,-2.5923604e-05,-1.2305902e-05,-1.353994e-05,-1.0736775e-05,-9.67431e-06,-1.2531116e-05,-1.1706409e-05,-1.78095e-05,-1.9377143e-05,-2.8408107e-05,-2.5623613e-05,-1.6520273e-05,-1.3120284e-05,-1.5056228e-05,-1.6700329e-05,-1.0879329e-05,-1.10766605e-05,-1.2020552e-05
39 (Q2),-1.2183717e-08,-1.887502e-07,-4.289064e-08,-6.67862e-08,-5.978242e-08,3.740891e-08,-2.9768216e-07,-2.0502135e-08,1.4541735e-07,3.9952513e-07,-8.967994e-08,-6.8300906e-08,4.97344e-07,7.314779e-08,-1.05356165e-07,6.266807e-07,-4.048676e-09,-7.2273764e-08,-1.3179282e-07
39 (Q-10%),2.1660533e-05,2.4783494e-05,1.2551811e-05,1.3296958e-05,1.0916627e-05,9.6649965e-06,1.2689873e-05,1.1143902e-05,1.7575621e-05,1.7916751e-05,2.8387263e-05,2.5984005e-05,1.5909696e-05,1.2974742e-05,1.4116131e-05,1.554951e-05,1.1106462e-05,1.1304516e-05,1.1964385e-05
39 (Mean),-3.741472e-08,-2.4614733e-08,2.3354898e-08,3.0404657e-08,-5.6736433e-09,1.7601627e-08,-9.094228e-08,-3.350748e-08,1.2149664e-07,-4.7992806e-08,-2.460171e-08,8.194887e-08,-1.6354216e-08,4.2083975e-08,-2.272488e-08,-6.452457e-08,2.915852e-08,1.9513278e-08,2.788568e-09
39 (Std),3.045777e-05,3.0128735e-05,1.2402626e-05,1.2919152e-05,1.0940294e-05,8.734731e-06,2.6646821e-05,2.1079672e-05,3.0355352e-05,2.3624056e-05,2.6485064e-05,2.3047507e-05,1.5891033e-05,1.2718359e-05,4.341104e-05,1.403277e-05,9.959283e-06,1.0888398e-05,1.999022e-05
40 (Max),0.0004432148,0.0006985803,0.00022036118,0.00026169937,0.00021389105,0.00021338709,0.0004502561,0.00028964478,0.00026277397,0.0005813746,0.00037917835,0.00026047553,0.00071414874,0.0002661109,0.00236332,0.00034086895,0.00018863253,0.00020283493,0.00021464982
40 (Min),-0.00041462725,-0.00053265446,-0.00030453826,-0.00031621472,-0.00023196814,-0.00027826347,-0.00034905202,-0.0003910068,-0.00026327948,-0.00046839652,-0.00030511315,-0.00028242116,-0.0004985157,-0.00030030485,-0.0014783415,-0.00024352141,-0.00030656665,-0.00024133646,-0.00020499945
40 (Q-90%),-4.7210666e-05,-4.617521e-05,-2.4497303e-05,-2.5379459e-05,-2.0732505e-05,-1.8998258e-05,-2.0865933e-05,-2.0409885e-05,-2.76584e-05,-2.8582292e-05,-3.974102e-05,-3.305992e-05,-3.2210177e-05,-2.3709077e-05,-2.5423222e-05,-2.6263266e-05,-2.2493252e-05,-2.1987518e-05,-2.1407604e-05
40 (Q2),-8.697698e-07,-1.4571506e-06,7.582501e-07,3.0249856e-07,8.5105813e-07,2.1631172e-07,5.1971426e-07,1.5283932e-07,2.4945018e-07,3.0461848e-07,7.4576644e-07,-3.8304344e-07,1.5783107e-06,-1.5487947e-07,6.3616307e-07,1.853891e-07,3.6391873e-07,2.358536e-07,1.8203005e-07
40 (Q-10%),4.124969e-05,3.9676328e-05,2.4575613e-05,2.511899e-05,2.0535312e-05,1.935046e-05,2.0909183e-05,2.0619194e-05,2.7307946e-05,2.7861593e-05,3.9123537e-05,3.270488e-05,3.0564697e-05,2.3732653e-05,2.5897305e-05,2.5832478e-05,2.378853e-05,2.2789874e-05,2.1795491e-05
