Train Loss,Valid Loss,Train precision,Valid precision,Train accuracy,Valid accuracy,Train f1_score,Valid f1_score,Train recall,Valid recall
0.1091184768549822,0.07955073616405695,0.01,1.0,0.9766745468873128,0.9926362297496318,0.013333333333333334,0.16666666666666666,0.02,0.09090909090909091
0.059958299165929194,0.08894044124803867,0.5454545454545454,1.0,0.9922773837667455,0.9926362297496318,0.19672131147540983,0.16666666666666666,0.12,0.09090909090909091
0.04167339899111172,0.06574114996409085,0.7391304347826086,0.6666666666666666,0.9938534278959811,0.9926362297496318,0.4657534246575342,0.2857142857142857,0.34,0.18181818181818182
0.03538759941641767,0.0567380551532369,0.8,0.4,0.9959022852639874,0.9911634756995582,0.7111111111111111,0.25,0.64,0.18181818181818182
0.01994176831030153,0.10555258401339433,0.7450980392156863,0.5,0.996059889676911,0.991899852724595,0.7524752475247525,0.15384615384615385,0.76,0.09090909090909091
0.020302881758606502,0.03403737592073336,0.8333333333333334,0.3333333333333333,0.9965327029156816,0.9896907216494846,0.7608695652173914,0.3,0.7,0.2727272727272727
0.013865697791196636,0.07456632607375767,0.7843137254901961,0.4,0.9966903073286052,0.9911634756995582,0.7920792079207921,0.25,0.8,0.18181818181818182
0.012629718605866157,0.047404173063457185,0.9523809523809523,0.4,0.9981087470449173,0.9911634756995582,0.8695652173913043,0.25,0.8,0.18181818181818182
0.008251165502489647,0.07870650177167474,0.9183673469387755,0.4,0.9985815602836879,0.9911634756995582,0.9090909090909091,0.25,0.9,0.18181818181818182
0.006086829918109386,0.06090221735583552,0.9777777777777777,0.4,0.9988967691095351,0.9911634756995582,0.9263157894736842,0.25,0.88,0.18181818181818182
0.002405350212638642,0.07234626363756119,1.0,0.4,0.9993695823483058,0.9911634756995582,0.9583333333333334,0.25,0.92,0.18181818181818182
0.0025327226632578157,0.08320501257081836,1.0,0.6666666666666666,0.9996847911741529,0.9926362297496318,0.9795918367346939,0.2857142857142857,0.96,0.18181818181818182
0.0017254858930280832,0.07280311002836677,1.0,0.6666666666666666,0.9998423955870764,0.9926362297496318,0.98989898989899,0.2857142857142857,0.98,0.18181818181818182
0.0010587993035550906,0.07600162992438338,1.0,0.5,0.9998423955870764,0.991899852724595,0.98989898989899,0.26666666666666666,0.98,0.18181818181818182
0.0015127131987350806,0.08219305583598097,1.0,0.6666666666666666,0.9996847911741529,0.9926362297496318,0.9795918367346939,0.2857142857142857,0.96,0.18181818181818182
0.0007936744638780129,0.06670260214416888,1.0,0.5,0.9998423955870764,0.991899852724595,0.98989898989899,0.26666666666666666,0.98,0.18181818181818182
0.0001749862234249518,0.08445318159330101,0.9803921568627451,0.6666666666666666,0.9998423955870764,0.9926362297496318,0.9900990099009901,0.2857142857142857,1.0,0.18181818181818182
0.00012718282102488297,0.10888210445469648,1.0,0.5,1.0,0.991899852724595,1.0,0.15384615384615385,1.0,0.09090909090909091
5.787523519145024e-05,0.08239139795838014,1.0,0.6666666666666666,1.0,0.9926362297496318,1.0,0.2857142857142857,1.0,0.18181818181818182
5.3234296313551575e-05,0.0871618731264217,1.0,0.6666666666666666,1.0,0.9926362297496318,1.0,0.2857142857142857,1.0,0.18181818181818182
3.092709564815504e-05,0.09496758961167054,1.0,0.6666666666666666,1.0,0.9926362297496318,1.0,0.2857142857142857,1.0,0.18181818181818182
2.0930719081122705e-05,0.09384106669529499,1.0,0.6666666666666666,1.0,0.9926362297496318,1.0,0.2857142857142857,1.0,0.18181818181818182
2.234448536873081e-05,0.08949077028733447,1.0,0.6666666666666666,1.0,0.9926362297496318,1.0,0.2857142857142857,1.0,0.18181818181818182
1.6274273256062407e-05,0.09062443528337728,1.0,0.6666666666666666,1.0,0.9926362297496318,1.0,0.2857142857142857,1.0,0.18181818181818182
2.165336153088769e-05,0.08401606342248105,1.0,0.6666666666666666,1.0,0.9926362297496318,1.0,0.2857142857142857,1.0,0.18181818181818182
1.965926807963453e-05,0.085435576582621,1.0,0.5,1.0,0.991899852724595,1.0,0.26666666666666666,1.0,0.18181818181818182
