Train Loss,Valid Loss,Train precision,Valid precision,Train accuracy,Valid accuracy,Train f1_score,Valid f1_score,Train recall,Valid recall
0.1545557790998754,0.1397554426687845,0.2352941176470588,1.0,0.9907013396375098,0.9926362297496318,0.1194029850746268,0.1666666666666666,0.08,0.0909090909090909
0.0931770923890683,0.1537347356946549,0.5714285714285714,0.0,0.992750197005516,0.991899852724595,0.4102564102564102,0.0,0.32,0.0
0.0616225384227314,0.1184275049976154,0.875,1.0,0.994956658786446,0.9926362297496318,0.5675675675675675,0.1666666666666666,0.42,0.0909090909090909
0.0486403542933501,0.0414293178248141,0.8108108108108109,1.0,0.9957446808510638,0.9941089837997056,0.6896551724137931,0.4285714285714285,0.6,0.2727272727272727
0.0371865425931215,0.0699312704292452,0.8421052631578947,1.0,0.9962174940898344,0.9933726067746688,0.7272727272727273,0.3076923076923077,0.64,0.1818181818181818
0.0337631754429525,0.0503402334625595,0.8536585365853658,0.7142857142857143,0.9966903073286052,0.9941089837997056,0.7692307692307693,0.5555555555555556,0.7,0.4545454545454545
0.0277970210140157,0.0725667125914319,0.8717948717948718,1.0,0.9966903073286052,0.9955817378497792,0.7640449438202247,0.625,0.68,0.4545454545454545
0.0185481209880592,0.0721414854548753,0.8666666666666667,0.6,0.9973207249802994,0.9926362297496318,0.8210526315789474,0.375,0.78,0.2727272727272727
0.0277352602755242,0.0748673283614339,0.926829268292683,0.5714285714285714,0.9976359338061466,0.9926362297496318,0.8351648351648352,0.4444444444444444,0.76,0.3636363636363636
0.0091015003119211,0.0707356026349435,0.8775510204081632,0.6666666666666666,0.9979511426319936,0.9933726067746688,0.8686868686868687,0.4705882352941176,0.86,0.3636363636363636
0.003298084005507,0.0872764085777466,0.9591836734693876,0.5714285714285714,0.9992119779353822,0.9926362297496318,0.9494949494949496,0.4444444444444444,0.94,0.3636363636363636
0.0012222921168084,0.0795814621105698,0.98,0.5714285714285714,0.9996847911741528,0.9926362297496318,0.98,0.4444444444444444,0.98,0.3636363636363636
0.0005874301382825,0.0639554494829877,0.9423076923076924,0.3846153846153846,0.9993695823483058,0.9896907216494846,0.9607843137254902,0.4166666666666667,0.98,0.4545454545454545
0.0022997560736445,0.1282494270956771,0.98,0.8,0.9996847911741528,0.9941089837997056,0.98,0.5,0.98,0.3636363636363636
0.0013257644386745,0.1242300692690856,1.0,0.5,0.9998423955870764,0.991899852724595,0.98989898989899,0.3529411764705882,0.98,0.2727272727272727
1.956469668638512e-06,0.1084573077662723,1.0,0.7142857142857143,1.0,0.9941089837997056,1.0,0.5555555555555556,1.0,0.4545454545454545
7.643133394822323e-05,0.1437471944861522,1.0,0.75,1.0,0.9933726067746688,1.0,0.4,1.0,0.2727272727272727
1.5400738723991522e-05,0.1393368077332531,1.0,0.5714285714285714,1.0,0.9926362297496318,1.0,0.4444444444444444,1.0,0.3636363636363636
0.0030023436299094,0.1709620263979086,0.96,0.6666666666666666,0.9993695823483058,0.9926362297496318,0.96,0.2857142857142857,0.96,0.1818181818181818
0.0020477282971451,0.1332834692941469,1.0,0.5,0.9998423955870764,0.991899852724595,0.98989898989899,0.4210526315789473,0.98,0.3636363636363636
1.0204200094475136e-06,0.1401705350144043,1.0,0.5714285714285714,1.0,0.9926362297496318,1.0,0.4444444444444444,1.0,0.3636363636363636
2.066966502508225e-05,0.1541439875682942,0.9803921568627452,0.75,0.9998423955870764,0.9933726067746688,0.99009900990099,0.4,1.0,0.2727272727272727
4.5471680875714815e-06,0.1268892850434499,1.0,0.6,1.0,0.9926362297496318,1.0,0.375,1.0,0.2727272727272727
5.06714304838191e-06,0.1125196310456745,1.0,0.4285714285714285,1.0,0.9911634756995582,1.0,0.3333333333333333,1.0,0.2727272727272727
1.106492294935598e-06,0.1572026212188493,1.0,0.75,1.0,0.9933726067746688,1.0,0.4,1.0,0.2727272727272727
0.01605148559438795,0.11045271051580063,0.8823529411764706,1.0,0.9982663514578408,0.9948453608247423,0.8910891089108911,0.5333333333333333,0.9,0.36363636363636365
0.02467666392001191,0.12159415852657035,0.8148148148148148,1.0,0.997478329393223,0.9933726067746687,0.8461538461538461,0.3076923076923077,0.88,0.18181818181818182
0.003504307770729208,0.19716880280761978,0.9038461538461539,1.0,0.9987391646966115,0.9933726067746687,0.9215686274509803,0.3076923076923077,0.94,0.18181818181818182
0.0007266872438340301,0.13009660218618063,1.0,0.6666666666666666,0.9998423955870764,0.9933726067746687,0.98989898989899,0.47058823529411764,0.98,0.36363636363636365
5.961598376195692e-05,0.18976005882278724,0.9803921568627451,0.75,0.9998423955870764,0.9933726067746687,0.9900990099009901,0.4,1.0,0.2727272727272727
0.006304297912735749,0.1469777954662759,0.96,0.75,0.9993695823483058,0.9933726067746687,0.96,0.4,0.96,0.2727272727272727
0.019773780228760918,0.059449930363576035,0.8979591836734694,0.45454545454545453,0.9982663514578408,0.9911634756995582,0.8888888888888888,0.45454545454545453,0.88,0.45454545454545453
0.005678611076796585,0.1131514876880282,0.9791666666666666,0.5714285714285714,0.9993695823483058,0.9926362297496318,0.9591836734693877,0.4444444444444444,0.94,0.36363636363636365
0.013459641473129155,0.10740551173715956,0.96,0.6666666666666666,0.9993695823483058,0.9933726067746687,0.96,0.47058823529411764,0.96,0.36363636363636365
0.0031461790986229907,0.1504147517230921,1.0,1.0,0.9996847911741529,0.9933726067746687,0.9795918367346939,0.3076923076923077,0.96,0.18181818181818182
1.555015102086246e-06,0.1083215286961281,1.0,1.0,1.0,0.9948453608247423,1.0,0.5333333333333333,1.0,0.36363636363636365
5.552765778874459e-07,0.12336593799755727,1.0,1.0,1.0,0.9948453608247423,1.0,0.5333333333333333,1.0,0.36363636363636365
9.58504397580065e-06,0.1322581566897626,1.0,1.0,1.0,0.9948453608247423,1.0,0.5333333333333333,1.0,0.36363636363636365
9.725560191490224e-06,0.15175421950022663,0.9803921568627451,0.8,0.9998423955870764,0.9941089837997055,0.9900990099009901,0.5,1.0,0.36363636363636365
1.1010135239627764e-05,0.13017975601710513,1.0,0.75,1.0,0.9933726067746687,1.0,0.4,1.0,0.2727272727272727
5.7328892782397006e-05,0.16557533650290063,1.0,0.75,1.0,0.9933726067746687,1.0,0.4,1.0,0.2727272727272727
2.9287237327567834e-07,0.18263118422631247,1.0,0.75,1.0,0.9933726067746687,1.0,0.4,1.0,0.2727272727272727
9.621759110294342e-05,0.14650035799749137,0.9803921568627451,0.75,0.9998423955870764,0.9933726067746687,0.9900990099009901,0.4,1.0,0.2727272727272727
4.3023549605546275e-07,0.1812400170322929,1.0,0.75,1.0,0.9933726067746687,1.0,0.4,1.0,0.2727272727272727
